frame,box_num,x1,y1,x2,y2,confidence
182,1,613.825927734375,330.9365234375,624.04443359375,348.1844482421875,0.8450067639350891
183,1,615.75927734375,326.4649658203125,626.986572265625,343.518310546875,0.07832131534814835
184,1,621.749755859375,321.076416015625,632.347412109375,338.3699951171875,0.13529659807682037
185,1,623.7506103515625,316.0334167480469,633.532470703125,332.1676940917969,0.7934212684631348
186,1,626.7532958984375,312.4924621582031,636.2525634765625,328.1896667480469,0.8446760773658752
187,1,629.5545654296875,310.325439453125,638.7352294921875,325.3963623046875,0.8608776330947876
188,1,631.2322998046875,308.412353515625,640.3687744140625,323.0565185546875,0.6863262057304382
191,1,637.79638671875,302.75347900390625,648.227783203125,317.93218994140625,0.1912362277507782
192,1,639.27587890625,302.84912109375,648.7379150390625,317.48333740234375,0.5913083553314209
193,1,640.8763427734375,302.912353515625,649.7891845703125,317.323486328125,0.6562776565551758
194,1,642.9669189453125,303.3692321777344,651.6500244140625,317.8678894042969,0.1932990700006485
195,1,645.1075439453125,307.1351318359375,653.596923828125,321.63330078125,0.20541168749332428
196,1,646.1673583984375,308.10931396484375,654.5643310546875,322.14349365234375,0.6621926426887512
197,1,647.0784912109375,310.34674072265625,655.6126708984375,324.2880859375,0.5526384115219116
198,1,647.4528198242188,315.73773193359375,656.5322875976562,329.42669677734375,0.06172901764512062
199,1,703.536376953125,226.46804809570312,713.6103515625,241.54660034179688,0.04284380003809929
200,1,703.4459838867188,226.9468231201172,713.4909057617188,241.81732177734375,0.08152461051940918
205,1,653.9401245117188,347.93841552734375,664.2429809570312,365.15582275390625,0.10712184756994247
206,1,653.9439697265625,353.9416198730469,664.2568359375,371.8429260253906,0.08782809972763062
207,1,653.9063720703125,360.68487548828125,664.2073974609375,379.05718994140625,0.04637669771909714
