index,frame,x1,y1,x2,y2,x_center,y_center
7,197,612.8222212686552,266.10853613364765,623.5710877586106,280.73776499804495,618.1966545136329,273.4231505658463
8,198,612.794647014775,274.5079403698796,623.5435135047304,289.1371692342769,618.1690802597527,281.82255480207823
9,199,612.6033197425182,282.1922022666926,623.3521862324736,296.8214311310899,617.9777529874959,289.50681669889127
10,200,612.2482394518858,289.16132182408495,622.9971059418411,303.79055068848226,617.6226726968634,296.4759362562836
11,201,611.7294061428762,295.4152990420602,622.4782726328316,310.0445279064575,617.1038393878539,302.72991347425886
12,202,611.0468198154914,300.9541339206166,621.7956863054468,315.5833627850139,616.4212530604691,308.26874835281524
13,203,610.2004804697291,305.77782645975407,620.9493469596845,320.4070553241514,615.5749137147068,313.0924408919527
0,204,608.8775198800223,305.5479649135045,619.6263863699777,320.1771937779018,614.251953125,312.8625793457031
1,205,607.8257620675223,311.1788853236607,618.5746285574777,325.808114188058,613.2001953125,318.4934997558594
2,206,606.6095755440848,318.2887486049107,617.3584420340402,332.917977469308,611.9840087890625,325.6033630371094
3,207,605.952165876116,324.21785627092635,616.7010323660714,338.84708513532365,611.3265991210938,331.532470703125
14,208,603.512488465277,319.16915406415995,614.2613549552324,333.79838292855726,608.8869217102547,326.4837684963586
15,209,601.6836310092577,319.7019925667841,612.4324974992131,334.3312214311814,607.0580642542354,327.01660699898275
16,210,599.6910205348614,319.51968872998935,610.4398870248168,334.14891759438666,605.0654537798391,326.834303162188
17,211,597.5346570420899,318.6222425537757,608.2835235320453,333.251471418173,602.9090902870676,325.9368569859744
18,212,595.2145405309417,317.0096540381432,605.9634070208971,331.6388829025405,600.5889737759194,324.32426847034185
19,213,592.7306710014174,314.6819231830918,603.4795374913728,329.3111520474891,598.1051042463951,321.99653761529044
20,214,590.0830484535164,311.6390499886215,600.8319149434718,326.2682788530188,595.4574816984941,318.95366442082013
21,215,587.2716728872398,307.8810344547323,598.0205393771952,322.5102633191296,592.6461061322175,315.19564888693094
22,216,584.2965443025861,303.40787658142784,595.0454107925415,318.03710544582515,589.6709775475638,310.7224910136265
23,217,581.1576626995567,298.21957636870087,591.9065291895121,312.8488052330982,586.5320959445344,305.5341908008995
24,218,577.8550280781507,292.316133816555,588.603894568106,306.9453626809523,583.2294613231284,299.63074824875366
25,219,574.388640438369,285.69754892499026,585.1375069283243,300.32677778938756,579.7630736833466,293.0121633571889
26,220,570.7584997802102,278.3638216940066,581.5073662701656,292.9930505584039,576.1329330251879,285.67843612620527
4,221,566.139910016741,261.0439671107701,576.8887765066964,275.6731959751674,571.5143432617188,268.35858154296875
5,222,562.8210013253348,259.9701145717076,573.5698678152902,274.5993434361049,568.1954345703125,267.28472900390625
6,223,559.6946585518973,260.7355259486607,570.4435250418527,275.364754813058,565.069091796875,268.0501403808594
27,224,554.6004069638135,241.87748937588498,565.3492734537689,256.5067182402823,559.9748402087912,249.19210380808363
28,225,550.1515012137735,230.9680504478069,560.9003677037289,245.5972793122042,555.5259344587512,238.28266488000554
29,226,545.5388424453578,219.3434691803099,556.2877089353132,233.97269804470722,550.9132756903355,226.65808361250856
