frame,box_num,x1,y1,x2,y2,confidence
41,1,565.9166259765625,173.8583526611328,579.6072998046875,193.3358917236328,0.0323389433324337
47,1,566.9586181640625,174.5699005126953,580.6583251953125,193.74867248535156,0.037806641310453415
73,1,565.5760498046875,220.76632690429688,576.4459228515625,238.68145751953125,0.054707419127225876
74,1,565.9531860351562,221.06857299804688,576.6314086914062,238.5986328125,0.04589790105819702
75,1,566.783935546875,221.52340698242188,577.463134765625,238.75906372070312,0.03527146205306053
171,1,592.8438720703125,258.19158935546875,601.4244384765625,273.326904296875,0.06264977902173996
172,1,593.3446655273438,258.8865966796875,601.8493041992188,273.62078857421875,0.06686672568321228
173,1,594.446044921875,260.14697265625,603.2867431640625,274.3748779296875,0.06087229400873184
174,1,594.6912841796875,261.1095886230469,603.52978515625,275.1205749511719,0.11749045550823212
175,1,596.060302734375,261.37677001953125,604.952392578125,275.09295654296875,0.08659185469150543
176,2,598.054931640625,263.37469482421875,607.118408203125,277.89031982421875,0.03268164396286011
176,1,608.4268798828125,269.76849365234375,617.60107421875,285.58929443359375,0.1470830738544464
177,1,608.4205322265625,273.01300048828125,617.8431396484375,290.89569091796875,0.6526118516921997
178,1,609.4415283203125,273.9327392578125,618.4144287109375,291.0936279296875,0.5057247877120972
178,2,598.7200317382812,265.6695861816406,607.5730590820312,279.6369934082031,0.05967101827263832
179,1,609.9166259765625,275.0399169921875,618.614501953125,291.21270751953125,0.6719462275505066
179,2,598.756103515625,266.69873046875,607.468017578125,280.412841796875,0.035208504647016525
180,1,609.8623046875,276.31451416015625,618.64697265625,292.52679443359375,0.7705274224281311
181,1,609.9375,277.45709228515625,618.7606201171875,293.74615478515625,0.6826639771461487
182,1,611.196533203125,277.35662841796875,619.044189453125,292.97869873046875,0.05306985229253769
182,2,599.1820068359375,268.99627685546875,607.9078369140625,283.64337158203125,0.04179847985506058
183,1,599.3909301757812,269.60809326171875,608.3482055664062,284.96136474609375,0.03296126052737236
184,1,599.4854736328125,269.99432373046875,608.6844482421875,285.849853515625,0.03057783842086792
189,1,615.4747924804688,277.39019775390625,623.3312377929688,292.71099853515625,0.05854547396302223
191,1,594.8615112304688,250.68450927734375,603.3168334960938,264.12945556640625,0.03892948850989342
192,1,592.2852172851562,250.10028076171875,600.5903930664062,263.53936767578125,0.06561395525932312
196,1,578.6141357421875,254.02880859375,585.8040771484375,264.81939697265625,0.033636756241321564
199,1,655.4680786132812,196.86282348632812,664.7079467773438,211.42453002929688,0.19444315135478973
201,1,560.7460327148438,262.0577392578125,569.9212036132812,276.495849609375,0.04038116708397865
204,1,550.5911254882812,272.60693359375,560.7277221679688,289.05322265625,0.03777690604329109
223,1,599.387451171875,269.715087890625,607.95263671875,283.663818359375,0.06158366799354553
224,1,599.3604125976562,269.3044128417969,608.0348510742188,283.3736267089844,0.03100948967039585
350,1,468.0840759277344,244.2442626953125,476.9877014160156,258.5660400390625,0.12242785841226578
355,1,455.01153564453125,246.3287353515625,465.43267822265625,262.3004150390625,0.29365918040275574
356,1,454.076171875,242.62188720703125,464.7559814453125,259.010498046875,0.5266337394714355
357,1,453.5927734375,238.74530029296875,465.1834716796875,255.54449462890625,0.41012030839920044
358,1,452.4799499511719,234.74151611328125,464.0358581542969,251.54937744140625,0.7685102820396423
359,1,451.91192626953125,228.91619873046875,464.35345458984375,246.2757568359375,0.7618337869644165
360,1,452.2908630371094,224.1499786376953,465.3642883300781,241.61322021484375,0.4766637980937958
361,1,451.81536865234375,219.05401611328125,465.02459716796875,236.787109375,0.8291689157485962
362,1,452.74798583984375,213.339599609375,465.85858154296875,231.06396484375,0.8360528349876404
363,1,454.1285705566406,208.05023193359375,467.7082214355469,225.84161376953125,0.6994484066963196
364,1,455.3722839355469,201.38075256347656,468.9270935058594,220.14744567871094,0.3790011703968048
448,1,429.7720947265625,192.1027069091797,444.836669921875,213.9326934814453,0.3474237024784088
449,1,428.3084716796875,204.12808227539062,443.3807373046875,225.560546875,0.5042032599449158
450,1,427.06134033203125,216.20999145507812,441.78875732421875,237.34619140625,0.07280261814594269
450,2,531.44287109375,262.8207092285156,538.850830078125,276.6385192871094,0.046635549515485764
