,index,frame,x1,y1,x2,y2,x_center,y_center
0,0,182,692.3982138372705,375.59170040095796,704.4272887662478,392.0252331158017,698.4127513017592,383.80846675837984
1,1,183,691.2188214154725,369.59418826888395,703.2478963444497,386.0277209837277,697.2333588799611,377.81095462630583
2,2,184,690.0404576401872,363.92763382493195,702.0695325691645,380.3611665397757,696.0549951046759,372.1444001823538
3,3,185,688.8624803220138,358.590852834066,700.891555250991,375.0243855489098,694.8770177865024,366.8076191914879
4,4,186,687.6842472715506,353.58266106125666,699.7133222005278,370.0161937761004,693.6987847360392,361.79942741867853
5,5,187,686.505116299396,348.90187427147066,698.5341912283733,365.3354069863144,692.5196537638847,357.11864062889254
6,6,188,685.3244452161488,344.5473082296767,697.353520145126,360.9808409445204,691.3389826806374,352.76407458709855
7,7,189,684.1415918324072,340.5177787008397,696.1706667613845,356.95131141568345,690.1561292968959,348.7345450582616
8,8,190,682.9559139587701,336.8121014499284,694.9849888877474,353.2456341647721,688.9704514232587,345.02886780735025
9,9,191,681.7667694058358,333.42909224191226,693.7958443348131,349.862624956756,687.7813068703244,341.64585859933413
10,10,192,680.573515984203,330.36756684175634,692.6025909131803,346.8010995566001,686.5880534486917,338.5843331991782
11,11,193,679.3755115044701,327.62634101442836,691.4045864334473,344.0598737292721,685.3900489689587,335.84310737185024
12,12,194,678.1721137772357,325.20423052489514,690.201188706213,341.6377632397389,684.1866512417243,333.420996882317
13,13,195,676.9626806130984,323.10005113812804,688.9917555420757,339.5335838529718,682.977218077587,331.3168174955499
14,14,196,675.7465698226569,321.31261861909024,687.7756447516341,337.746151333934,681.7611072871455,329.5293849765121
15,15,197,674.5231392165094,319.8407487327513,686.5522141454867,336.27428144759506,680.5376766809981,328.0575150901732
16,16,198,673.2917466052546,318.68325724407805,685.3208215342319,335.1167899589218,679.3062840697432,326.9000236014999
17,17,199,672.0517497994914,317.8389599180391,684.0808247284687,334.27249263288286,678.06628726398,326.055726275461
18,18,200,670.8025066098179,317.3066725196022,682.8315815387951,333.74020523444597,676.8170440743065,325.5234388770241
19,19,201,669.5433748468328,317.0852108137324,681.57244977581,333.5187435285761,675.5579123113214,325.30197717115425
20,20,202,668.2737123211347,317.17339056539913,680.3027872501119,333.6069232802429,674.2882497856233,325.390156922821
21,21,203,666.9928768433219,317.5700275395693,679.0219517722992,334.00356025441306,673.0074143078106,325.7867938969912
22,22,204,665.7002262239935,318.27393750121155,677.7293011529707,334.7074702160553,671.7147636884821,326.4907038586334
23,23,205,664.3951182737475,319.28393621529085,676.4241932027247,335.7174689301346,670.4096557382361,327.5007025727127
24,24,206,663.0769108031825,320.5988394467777,675.1059857321598,337.0323721616214,669.0914482676711,328.81560580419955
25,25,207,661.7449616228974,322.21746296063884,673.7740365518747,338.6509956754826,667.7594990873861,330.4342293180607
