frame,box_num,x1,y1,x2,y2,confidence
127,1,657.1708374023438,300.68817138671875,665.7539672851562,310.98712158203125,0.035712312906980515
174,1,599.4806518554688,333.1629333496094,608.8253784179688,349.2623596191406,0.37232834100723267
174,2,626.6234130859375,350.2469787597656,634.3465576171875,364.4188537597656,0.032881371676921844
177,1,608.96630859375,326.1773681640625,617.135498046875,339.9576416015625,0.33508995175361633
178,1,610.860107421875,324.12744140625,618.558349609375,338.31768798828125,0.11415055394172668
193,1,640.6143188476562,339.0421447753906,649.0662231445312,354.6780090332031,0.6278396248817444
194,1,641.829345703125,343.4175720214844,650.7451171875,359.7530822753906,0.2835777997970581
195,1,642.5594482421875,347.8765869140625,651.6820068359375,364.8978271484375,0.8383983969688416
196,1,643.6666259765625,353.4559631347656,652.9239501953125,370.4704895019531,0.18288855254650116
197,1,644.441650390625,357.39544677734375,653.566650390625,375.95135498046875,0.3189968466758728
198,1,646.100830078125,363.58966064453125,655.1483154296875,381.81866455078125,0.6262885928153992
199,1,646.560546875,369.58697509765625,655.817138671875,386.80731201171875,0.42330580949783325
