frame,box_num,x1,y1,x2,y2,confidence
184,1,567.6419677734375,311.1727294921875,579.7635498046875,330.7373046875,0.14428171515464783
185,1,572.9637451171875,305.4217529296875,584.3765869140625,323.310302734375,0.06736008077859879
186,1,577.1771240234375,299.1276550292969,588.2254638671875,317.8276672363281,0.8366785645484924
187,1,581.1510620117188,293.18719482421875,592.5099487304688,311.48846435546875,0.7772522568702698
189,1,589.6399536132812,282.2693786621094,600.5332641601562,299.8752136230469,0.5475619435310364
190,1,593.1611328125,276.7549743652344,603.855712890625,293.8792419433594,0.7463006377220154
191,1,596.63916015625,272.3096618652344,607.1180419921875,289.1870422363281,0.4351561665534973
195,1,626.033203125,263.0552978515625,635.2392578125,279.9835205078125,0.041031982749700546
196,1,615.300537109375,253.24969482421875,626.7021484375,269.98956298828125,0.21636933088302612
197,1,622.2935791015625,250.9124755859375,632.8026123046875,266.8807373046875,0.04077689349651337
198,1,624.9971313476562,245.50634765625,635.2341918945312,261.077392578125,0.8002361059188843
199,1,628.501220703125,241.8782958984375,638.981201171875,258.25933837890625,0.7831848859786987
200,1,631.4599609375,238.221435546875,642.3150634765625,254.25244140625,0.475195050239563
201,1,636.40625,237.1163330078125,648.22705078125,252.611572265625,0.037087760865688324
202,1,639.817626953125,233.9107666015625,650.34423828125,249.392578125,0.7605139017105103
203,1,642.973388671875,231.24578857421875,653.46630859375,246.3619384765625,0.3070714771747589
204,1,646.8289794921875,228.93875122070312,657.3743896484375,244.13571166992188,0.5132392048835754
