                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     42,                 1.3719,                 0.6969,                0.82663,                0.90011,                0.90236,                0.94537,                0.58734,                 1.3958,                0.58218,                0.81485,               0.007294,               0.007294,               0.007294
                     43,                 1.3569,                0.67567,                0.83103,                0.90328,                0.91188,                0.94853,                0.58664,                 1.3717,                0.59543,                0.81468,               0.007228,               0.007228,               0.007228
                     44,                 1.3744,                 0.7115,                0.82182,                0.92564,                 0.8802,                0.94078,                0.59874,                 1.3093,                0.57342,                0.81034,               0.007162,               0.007162,               0.007162
                     45,                 1.3522,                 0.6762,                0.82303,                0.91546,                0.88889,                0.94992,                0.59431,                 1.3429,                0.58213,                0.81276,               0.007096,               0.007096,               0.007096
                     46,                 1.3625,                0.71492,                0.81698,                0.90634,                0.90572,                0.95209,                0.61226,                 1.3002,                0.57082,                0.81401,                0.00703,                0.00703,                0.00703
                     47,                 1.3075,                0.65551,                0.82047,                0.95535,                 0.8646,                0.93582,                0.60768,                 1.3047,                 0.5867,                0.81481,               0.006964,               0.006964,               0.006964
                     48,                 1.3606,                0.66728,                0.83239,                0.93924,                0.88474,                0.94369,                0.60014,                 1.3485,                0.60924,                0.81446,               0.006898,               0.006898,               0.006898
                     49,                 1.3203,                0.65065,                0.82381,                0.93769,                0.86143,                0.93938,                0.60055,                 1.2988,                0.58827,                 0.8127,               0.006832,               0.006832,               0.006832
                     50,                 1.3228,                0.64813,                0.82659,                0.91696,                0.87879,                0.93575,                0.59608,                 1.3069,                0.60794,                0.81254,               0.006766,               0.006766,               0.006766
                     51,                 1.3147,                0.65155,                0.81804,                 0.9332,                0.89366,                0.95115,                0.60227,                 1.3293,                0.57407,                0.81281,                 0.0067,                 0.0067,                 0.0067
                     52,                 1.3407,                0.65422,                0.82574,                 0.9319,                0.87548,                0.93965,                0.59559,                 1.3066,                0.57954,                0.81296,               0.006634,               0.006634,               0.006634
                     53,                  1.303,                0.64002,                0.82045,                0.93944,                0.88889,                0.95038,                0.61243,                 1.2935,                0.55339,                0.80871,               0.006568,               0.006568,               0.006568
                     54,                 1.3139,                0.66278,                0.81813,                0.93377,                0.90194,                0.95313,                0.62714,                 1.2824,                0.55981,                0.81096,               0.006502,               0.006502,               0.006502
                     55,                 1.3079,                 0.6553,                0.82348,                0.91103,                0.89899,                 0.9415,                0.59243,                 1.3603,                0.62106,                0.81602,               0.006436,               0.006436,               0.006436
                     56,                 1.2844,                0.63399,                0.81771,                0.91594,                 0.9172,                0.95552,                0.62162,                  1.262,                0.53853,                0.80478,                0.00637,                0.00637,                0.00637
                     57,                 1.2894,                0.61823,                 0.8241,                 0.9369,                0.89987,                0.95775,                0.62538,                 1.2868,                0.56951,                0.81233,               0.006304,               0.006304,               0.006304
                     58,                 1.2846,                0.63516,                0.82624,                0.96398,                0.90109,                0.95571,                0.60587,                 1.2945,                0.57507,                0.81078,               0.006238,               0.006238,               0.006238
                     59,                 1.2493,                0.61034,                0.81759,                0.94578,                0.91246,                0.95782,                0.63513,                 1.2874,                 0.5693,                 0.8089,               0.006172,               0.006172,               0.006172
                     60,                 1.2743,                 0.6039,                  0.827,                0.93637,                0.88889,                0.95003,                 0.6116,                   1.29,                0.54856,                0.80622,               0.006106,               0.006106,               0.006106
                     61,                 1.2565,                0.59438,                0.81235,                0.91817,                0.91246,                0.95206,                0.63428,                 1.2618,                0.53965,                0.80714,                0.00604,                0.00604,                0.00604
                     62,                 1.2505,                 0.6221,                0.81761,                0.90797,                0.89687,                0.95389,                 0.6275,                 1.2621,                 0.5704,                 0.8086,               0.005974,               0.005974,               0.005974
                     63,                 1.2615,                0.61232,                0.81979,                0.94626,                0.89899,                0.95801,                0.63507,                 1.2289,                0.56676,                0.80356,               0.005908,               0.005908,               0.005908
                     64,                 1.2721,                0.60328,                0.80911,                0.93536,                0.92575,                0.96123,                0.63247,                 1.2505,                0.59377,                0.80478,               0.005842,               0.005842,               0.005842
                     65,                 1.2352,                0.59324,                0.80396,                0.92888,                0.91919,                0.95595,                0.64183,                 1.2142,                0.56695,                0.80506,               0.005776,               0.005776,               0.005776
                     66,                 1.2326,                0.58966,                0.81054,                0.95323,                0.89209,                0.95428,                0.63981,                 1.2411,                0.56079,                0.80854,                0.00571,                0.00571,                0.00571
                     67,                 1.2241,                0.58241,                0.80884,                0.93116,                0.91091,                0.95899,                0.63703,                 1.2612,                0.54422,                0.80891,               0.005644,               0.005644,               0.005644
                     68,                 1.2469,                0.60361,                0.81673,                0.91593,                0.91919,                0.95568,                0.63181,                  1.262,                0.55196,                0.80566,               0.005578,               0.005578,               0.005578
                     69,                  1.227,                0.58224,                0.80576,                0.92591,                 0.9257,                0.95733,                0.63627,                 1.2325,                0.52753,                 0.8044,               0.005512,               0.005512,               0.005512
                     70,                 1.2191,                0.59261,                0.81153,                0.94535,                0.91919,                0.95949,                0.64027,                 1.2188,                0.53668,                0.80289,               0.005446,               0.005446,               0.005446
                     71,                 1.2123,                0.57491,                 0.8123,                 0.9353,                0.92482,                0.96282,                0.63682,                  1.234,                0.54333,                 0.8051,                0.00538,                0.00538,                0.00538
                     72,                 1.1982,                0.56944,                0.80608,                0.94495,                0.92471,                0.96194,                  0.635,                 1.2307,                0.53913,                0.80175,               0.005314,               0.005314,               0.005314
                     73,                 1.2122,                0.58522,                0.81059,                0.92769,                0.92256,                0.95812,                0.63985,                  1.222,                0.53534,                0.80417,               0.005248,               0.005248,               0.005248
                     74,                 1.1928,                0.56311,                0.81509,                0.92922,                0.92821,                0.96594,                0.65479,                 1.1875,                0.50956,                0.79979,               0.005182,               0.005182,               0.005182
                     75,                 1.2172,                0.56962,                0.80627,                0.95724,                0.90453,                0.95847,                0.63413,                 1.2216,                0.52462,                0.80634,               0.005116,               0.005116,               0.005116
                     76,                  1.221,                0.57203,                0.80946,                0.91986,                0.92593,                0.95931,                0.63991,                 1.2086,                 0.5123,                0.80361,                0.00505,                0.00505,                0.00505
                     77,                 1.1932,                0.56621,                0.81458,                0.93111,                0.92929,                0.96713,                 0.6306,                 1.2449,                0.52438,                0.80776,               0.004984,               0.004984,               0.004984
                     78,                 1.1916,                0.55341,                0.81469,                0.94019,                0.93603,                0.96127,                0.64808,                 1.2231,                0.54866,                0.80193,               0.004918,               0.004918,               0.004918
                     79,                 1.1706,                0.54618,                 0.8107,                0.94539,                0.92929,                0.96592,                0.63867,                 1.2559,                0.54191,                0.80358,               0.004852,               0.004852,               0.004852
                     80,                 1.1703,                0.53842,                0.81712,                0.95589,                0.93603,                0.96594,                0.65466,                 1.2186,                0.50434,                 0.8027,               0.004786,               0.004786,               0.004786
                     81,                 1.1871,                0.56047,                0.80876,                0.94777,                 0.9164,                0.96249,                0.64721,                 1.2043,                0.52522,                0.80221,                0.00472,                0.00472,                0.00472
                     82,                 1.1728,                0.53992,                0.81148,                0.93878,                 0.9293,                0.95954,                0.64358,                 1.2201,                0.52596,                0.80444,               0.004654,               0.004654,               0.004654
                     83,                 1.1543,                 0.5406,                0.80227,                0.92653,                0.93412,                0.96488,                0.65174,                 1.2366,                 0.5319,                0.80388,               0.004588,               0.004588,               0.004588
                     84,                 1.1673,                0.55048,                0.81087,                0.95517,                0.92256,                0.96919,                0.65616,                 1.2047,                0.52268,                0.80148,               0.004522,               0.004522,               0.004522
                     85,                 1.1766,                0.53975,                0.81025,                0.95648,                0.90909,                0.96276,                0.65073,                 1.2138,                0.52858,                0.80018,               0.004456,               0.004456,               0.004456
                     86,                 1.1663,                0.54397,                0.81188,                0.94461,                0.90572,                0.96816,                0.65837,                 1.2092,                0.51483,                0.80331,                0.00439,                0.00439,                0.00439
                     87,                 1.1405,                0.52276,                 0.7968,                0.96333,                0.88443,                 0.9665,                0.64805,                 1.2165,                0.54701,                0.80173,               0.004324,               0.004324,               0.004324
                     88,                 1.1514,                0.53174,                0.80934,                0.93273,                0.93939,                0.95962,                0.65621,                 1.1904,                0.53394,                0.79937,               0.004258,               0.004258,               0.004258
                     89,                  1.142,                0.51764,                0.80559,                0.93806,                0.91781,                0.96026,                0.65633,                 1.1873,                0.52747,                0.80169,               0.004192,               0.004192,               0.004192
                     90,                 1.1148,                0.51991,                0.80785,                0.94567,                0.90909,                0.96704,                0.65983,                 1.2133,                0.50394,                 0.8028,               0.004126,               0.004126,               0.004126
                     91,                 1.1221,                0.52225,                0.80884,                0.93007,                0.94035,                0.96588,                0.64987,                 1.2165,                0.53246,                0.80331,                0.00406,                0.00406,                0.00406
                     92,                 1.1243,                0.52878,                0.79988,                0.93483,                0.93603,                 0.9654,                0.65012,                 1.2197,                0.52197,                0.80342,               0.003994,               0.003994,               0.003994
                     93,                 1.0991,                0.51234,                0.79897,                0.92614,                0.92881,                 0.9597,                0.64517,                 1.2102,                0.52774,                0.80358,               0.003928,               0.003928,               0.003928
                     94,                 1.1173,                0.51012,                  0.801,                0.94604,                0.92593,                0.96992,                0.65497,                 1.2245,                0.51344,                0.80341,               0.003862,               0.003862,               0.003862
                     95,                 1.1153,                0.49779,                0.81361,                0.95733,                0.90641,                 0.9701,                0.65301,                 1.2159,                0.52248,                0.80351,               0.003796,               0.003796,               0.003796
                     96,                   1.11,                0.50565,                0.80165,                 0.9351,                0.91919,                 0.9592,                0.65272,                 1.2184,                0.53697,                0.80419,                0.00373,                0.00373,                0.00373
                     97,                 1.1003,                0.49849,                0.79704,                0.95465,                0.92146,                0.96596,                0.66763,                 1.1995,                 0.5235,                0.80084,               0.003664,               0.003664,               0.003664
                     98,                 1.1129,                0.50029,                0.80509,                0.94533,                0.91246,                0.96683,                0.66085,                 1.1901,                0.49341,                0.79957,               0.003598,               0.003598,               0.003598
                     99,                 1.0966,                0.49369,                0.79766,                0.95329,                0.91246,                0.96647,                0.65967,                  1.203,                0.50379,                0.80144,               0.003532,               0.003532,               0.003532
                    100,                 1.0792,                0.49917,                0.80254,                0.94769,                0.91503,                0.95775,                0.65983,                 1.1865,                0.49998,                0.80042,               0.003466,               0.003466,               0.003466
                    101,                 1.0912,                0.49659,                0.80429,                0.95102,                0.89899,                0.95947,                0.65171,                 1.1973,                0.51043,                0.80161,                 0.0034,                 0.0034,                 0.0034
                    102,                 1.0783,                0.47059,                0.80574,                0.95712,                0.90192,                0.95784,                0.65386,                 1.1826,                0.51077,                0.79973,               0.003334,               0.003334,               0.003334
                    103,                 1.0827,                0.48683,                0.80631,                0.93812,                0.91888,                0.96046,                0.65907,                 1.1746,                0.50718,                 0.7985,               0.003268,               0.003268,               0.003268
                    104,                 1.0796,                0.49529,                0.79752,                0.95319,                0.90909,                 0.9616,                0.65775,                 1.2023,                0.50836,                0.79939,               0.003202,               0.003202,               0.003202
                    105,                 1.0717,                0.47231,                0.80509,                0.94794,                0.91972,                 0.9621,                0.65614,                 1.2029,                0.51604,                0.79944,               0.003136,               0.003136,               0.003136
                    106,                 1.0421,                0.48174,                0.80117,                0.96384,                0.92256,                0.96375,                0.66251,                 1.1965,                0.50869,                0.80036,                0.00307,                0.00307,                0.00307
                    107,                 1.0614,                 0.4823,                0.79948,                0.95755,                0.91919,                0.96311,                0.66801,                 1.2138,                0.50666,                0.80181,               0.003004,               0.003004,               0.003004
                    108,                 1.0459,                0.47505,                0.80338,                 0.9402,                0.92593,                0.96568,                0.66551,                 1.2076,                0.50797,                0.79943,               0.002938,               0.002938,               0.002938
                    109,                 1.0561,                0.47539,                0.79823,                0.95603,                0.91582,                0.96697,                0.67175,                 1.1951,                0.49748,                 0.8003,               0.002872,               0.002872,               0.002872
                    110,                 1.0786,                0.48239,                0.80368,                0.95113,                0.91736,                0.96455,                0.66801,                 1.1823,                0.49318,                0.79984,               0.002806,               0.002806,               0.002806
                    111,                 1.0472,                0.46051,                 0.8032,                0.94782,                0.91739,                0.96911,                0.67095,                 1.1792,                0.48884,                0.79954,                0.00274,                0.00274,                0.00274
                    112,                 1.0529,                0.47476,                0.79857,                0.94427,                0.91275,                0.96565,                0.66699,                 1.1721,                0.49213,                0.79537,               0.002674,               0.002674,               0.002674
                    113,                 1.0508,                0.47129,                0.80179,                0.93128,                0.93603,                0.96432,                0.66457,                  1.183,                0.49896,                  0.799,               0.002608,               0.002608,               0.002608
                    114,                 1.0437,                0.46465,                0.79515,                0.94808,                0.92229,                0.96128,                 0.6659,                 1.1818,                  0.497,                0.79868,               0.002542,               0.002542,               0.002542
                    115,                 1.0196,                0.45801,                0.80151,                0.95467,                0.91919,                0.96969,                0.67659,                 1.1866,                0.48515,                0.79962,               0.002476,               0.002476,               0.002476
                    116,                  1.027,                0.45592,                0.79772,                0.94516,                0.92854,                0.97205,                0.67305,                 1.2028,                0.50405,                0.79968,                0.00241,                0.00241,                0.00241
                    117,                 1.0116,                0.45422,                0.79805,                 0.9419,                0.92256,                0.97301,                0.67046,                 1.2057,                0.50034,                0.80016,               0.002344,               0.002344,               0.002344
                    118,                 1.0253,                0.46111,                0.79903,                0.94442,                0.91919,                0.96612,                0.67132,                 1.1836,                0.49108,                0.79802,               0.002278,               0.002278,               0.002278
                    119,                 1.0035,                0.45629,                 0.7968,                 0.9546,                0.91582,                0.96546,                0.66851,                  1.197,                0.49237,                0.79873,               0.002212,               0.002212,               0.002212
                    120,                 1.0081,                0.44397,                0.79754,                0.96135,                0.92119,                0.96613,                0.66774,                 1.1901,                0.49724,                0.79864,               0.002146,               0.002146,               0.002146
                    121,                 1.0075,                0.44429,                0.79668,                0.94804,                0.92256,                0.96546,                0.66905,                 1.1859,                0.48731,                0.79818,                0.00208,                0.00208,                0.00208
                    122,                0.99033,                0.44747,                0.79319,                0.93828,                0.92593,                0.96745,                0.67479,                 1.1697,                0.49627,                0.79599,               0.002014,               0.002014,               0.002014
                    123,                0.99538,                0.44539,                0.79202,                0.93526,                0.92414,                0.96679,                0.67846,                 1.1697,                0.49677,                0.79783,               0.001948,               0.001948,               0.001948
                    124,                0.99611,                0.43755,                0.79379,                0.93562,                0.92975,                0.96521,                0.67406,                 1.1729,                0.49532,                0.79806,               0.001882,               0.001882,               0.001882
                    125,                0.98407,                0.43182,                0.80285,                0.94499,                0.92256,                0.96439,                0.66733,                 1.1881,                0.49276,                0.79751,               0.001816,               0.001816,               0.001816
                    126,                0.96052,                0.42133,                0.79714,                0.94193,                0.92844,                0.96305,                0.67226,                 1.1687,                0.49036,                0.79494,                0.00175,                0.00175,                0.00175
                    127,                0.96292,                0.42521,                0.79331,                0.92999,                0.93939,                0.96812,                0.67074,                  1.177,                0.49224,                 0.7957,               0.001684,               0.001684,               0.001684
                    128,                0.95282,                0.42826,                0.79171,                0.93209,                0.93266,                0.96879,                0.67434,                 1.1752,                0.49472,                0.79671,               0.001618,               0.001618,               0.001618
                    129,                0.95483,                0.43215,                0.79399,                0.93558,                0.92908,                0.96824,                0.67655,                 1.1653,                 0.4988,                0.79707,               0.001552,               0.001552,               0.001552
                    130,                0.97018,                0.42583,                 0.7981,                0.93338,                0.94341,                 0.9693,                0.67528,                 1.1619,                0.48661,                0.79629,               0.001486,               0.001486,               0.001486
                    131,                0.96318,                0.42665,                0.79962,                  0.942,                0.92956,                0.96735,                0.67712,                 1.1678,                 0.4967,                0.79639,                0.00142,                0.00142,                0.00142
                    132,                0.96225,                0.41796,                0.79009,                0.93584,                0.93311,                0.96679,                0.68136,                 1.1687,                0.49291,                0.79616,               0.001354,               0.001354,               0.001354
                    133,                0.93146,                0.41467,                0.78938,                 0.9481,                0.93266,                0.96945,                0.68429,                 1.1618,                0.49026,                0.79567,               0.001288,               0.001288,               0.001288
                    134,                0.94151,                 0.4152,                0.79434,                0.93594,                0.93467,                0.96635,                 0.6768,                 1.1711,                0.48259,                0.79613,               0.001222,               0.001222,               0.001222
                    135,                0.94464,                0.41903,                0.79319,                0.94531,                0.93117,                0.96733,                 0.6743,                 1.1752,                0.49027,                0.79562,               0.001156,               0.001156,               0.001156
                    136,                0.93747,                0.41728,                0.78952,                0.93923,                0.93666,                0.96845,                0.67842,                 1.1855,                0.48511,                0.79545,                0.00109,                0.00109,                0.00109
                    137,                0.92911,                0.40897,                0.78538,                0.93909,                0.93436,                0.96732,                0.67934,                 1.1805,                0.48631,                0.79538,               0.001024,               0.001024,               0.001024
                    138,                0.93518,                0.41718,                0.78777,                0.93867,                0.92754,                0.96651,                0.68256,                 1.1753,                0.48254,                 0.7956,               0.000958,               0.000958,               0.000958
                    139,                0.91199,                0.39665,                0.79127,                0.95936,                0.90236,                0.96863,                0.68476,                  1.174,                0.48707,                0.79593,               0.000892,               0.000892,               0.000892
                    140,                0.91988,                0.39864,                0.79368,                0.95587,                0.90909,                0.96771,                0.68357,                 1.1706,                0.48531,                0.79536,               0.000826,               0.000826,               0.000826
                    141,                0.91462,                0.39469,                0.79382,                 0.9541,                0.91582,                  0.967,                0.68507,                 1.1645,                0.48618,                0.79501,                0.00076,                0.00076,                0.00076
                    142,                0.89516,                0.39543,                0.78922,                0.95437,                0.91246,                0.96902,                0.68773,                 1.1691,                0.48296,                0.79554,               0.000694,               0.000694,               0.000694
                    143,                0.90914,                0.39646,                0.79227,                0.94381,                0.92256,                 0.9691,                0.69027,                 1.1778,                0.48201,                 0.7954,               0.000628,               0.000628,               0.000628
                    144,                0.90741,                0.41151,                0.78617,                0.96221,                0.90572,                0.97082,                 0.6885,                 1.1752,                0.48065,                0.79539,               0.000562,               0.000562,               0.000562
                    145,                0.87395,                0.38886,                0.78391,                0.94519,                0.92898,                0.97088,                0.69262,                 1.1631,                0.48107,                0.79479,               0.000496,               0.000496,               0.000496
                    146,                0.87636,                0.38655,                0.78592,                0.94186,                0.92593,                 0.9705,                 0.6896,                 1.1628,                0.47852,                0.79519,                0.00043,                0.00043,                0.00043
                    147,                0.88935,                0.38313,                0.78831,                0.94525,                0.93016,                0.96876,                0.68446,                 1.1618,                 0.4805,                0.79573,               0.000364,               0.000364,               0.000364
                    148,                0.89376,                0.39688,                0.78512,                 0.9453,                0.93093,                0.96845,                0.68718,                 1.1545,                0.47867,                0.79534,               0.000298,               0.000298,               0.000298
                    149,                 0.8903,                0.38594,                0.79178,                0.95454,                0.91899,                0.96834,                0.68795,                 1.1541,                0.48042,                0.79582,               0.000232,               0.000232,               0.000232
